ISCO08_C,ISCO1C,ISCO2C,PVLIT1,PVLIT2,PVLIT3,PVLIT4,PVLIT5,PVLIT6,PVLIT7,PVLIT8,PVLIT9,PVLIT10,PVNUM1,PVNUM2,PVNUM3,PVNUM4,PVNUM5,PVNUM6,PVNUM7,PVNUM8,PVNUM9,PVNUM10,NUMWORKC2,READWORKC2_T1,WRITWORKC2,ICTWORKC2,SPFWT0,AGE_R,GENDER_R
2355,2,23,239.49792,250.96422,230.00187,240.3989,238.30695,218.53681,256.07285,252.82025,240.51167,205.60986,213.75442,241.27493,244.2242,229.45895,245.57077,219.08839,212.71664,232.85182,247.77307,200.88733,0.11034,1.47065,1.67462,1.68902,536.650893,52.0,2.0
8183,8,81,171.5296,166.21616,158.35638,140.35165,164.96031,177.80602,157.05367,152.72278,177.23384,168.83563,163.99014,132.69692,175.24099,144.46244,173.94871,171.89341,146.88818,140.1166,140.41258,156.40195,1.19664,0.67788,0.20752,.v,916.138432,32.0,2.0
5120,5,51,207.83721,225.00281,220.00588,214.18604,242.65686,211.08625,219.00447,231.59843,229.68526,212.72743,236.45632,242.22926,234.51175,265.50621,250.45503,252.91064,273.07296,278.89432,245.72864,247.65059,2.46699,2.15479,1.69161,1.89134,1959.813677,43.0,1.0
7231,7,72,224.43321,181.64734,202.0402,174.65859,215.23015,191.71915,201.58261,190.22788,190.86187,185.74941,223.58762,220.05954,230.53737,214.47004,244.84187,215.49162,236.43505,183.93303,225.02598,215.60643,1.24678,0.70939,0.20752,0.29699,1355.00947,57.0,1.0
9996,996,996,203.08666,181.21818,169.65551,202.37319,208.14655,198.48877,207.80936,216.64079,192.26375,222.86441,187.08829,176.93902,151.30908,184.68218,171.72489,206.27773,174.25452,165.58296,189.22371,171.65679,.v,.v,.v,.v,1817.529868,25.0,2.0
9211,9,92,197.14347,173.89078,169.733,180.29389,179.17995,162.82431,205.73434,171.85415,184.15038,156.54697,172.32835,190.21718,194.36814,199.38678,190.87529,182.73827,196.08338,182.88231,185.95393,169.49495,0.11034,-1.81651,0.20752,.v,5269.227113,52.0,2.0
2432,2,24,310.5805,342.91298,322.77594,324.57883,311.77622,310.15378,320.49837,311.6992,324.82456,342.00148,302.46271,313.87521,322.30077,296.60533,310.84229,318.5296,308.37037,310.30922,315.69135,316.59587,1.83953,2.65088,3.10797,2.8321,2108.231155,37.0,2.0
7411,7,74,259.08276,270.79303,244.24721,272.33455,279.62818,261.82502,228.36033,279.15992,244.55291,255.94235,253.58515,264.18818,227.25412,256.44136,260.37621,251.14332,236.37225,262.07118,253.86742,256.7624,2.53125,1.99807,2.33987,1.89134,4177.812204,42.0,1.0
9996,995,995,204.86176,237.50321,231.31334,223.86794,223.40618,237.30382,211.81661,200.80491,238.96924,241.42889,209.81103,208.52887,223.13605,188.9469,218.69796,198.23799,190.33466,186.04144,201.08802,222.52199,.v,.v,.v,.v,503.432832,27.0,2.0
2523,2,25,296.5927,275.86699,256.55298,295.10766,269.78985,260.43504,292.21246,276.15128,283.44783,266.14748,315.97259,302.67089,270.57689,301.33807,306.68629,282.29828,305.51023,321.13528,320.51027,301.00013,3.1242,2.89475,2.70013,3.67397,3223.761905,34.0,1.0
5230,5,52,154.41311,150.22831,178.23127,150.40287,152.23969,148.98495,165.17339,136.60736,144.71965,157.74063,89.01707,136.72932,136.87412,141.39797,142.90451,132.83884,125.27216,118.52525,125.80375,132.71032,0.11034,2.21396,1.81786,1.2247,2764.516747,56.0,2.0
2310,2,23,212.69971,232.4032,236.41335,211.05538,237.8555,217.63244,247.34172,243.10577,249.64755,221.05934,261.56056,233.94801,226.45827,228.93407,239.52656,200.10756,250.9988,258.11851,261.48938,202.72962,2.99296,3.90016,3.63381,2.8321,2441.923111,34.0,2.0
9333,9,93,250.86872,241.4669,218.53119,206.51702,224.04196,225.72277,201.82748,214.60044,233.41764,248.56162,261.68996,218.90285,212.81169,181.51299,200.82819,234.56975,175.46719,187.01633,235.9189,184.66627,1.83742,2.23576,0.20752,0.68785,2609.702366,27.0,1.0
9996,995,995,218.9282,224.81511,208.4676,220.32388,223.87326,208.0222,211.87948,203.41548,211.47752,196.00156,223.83108,222.2418,224.86123,230.69495,209.7742,215.61187,244.84959,198.46605,212.27263,204.97714,.v,.v,.v,.v,792.392092,36.0,2.0
9520,9,95,126.25092,113.13773,109.48373,148.43952,139.77527,109.02732,143.41276,110.5965,134.73134,126.60103,136.84391,123.41172,77.74295,111.31464,120.59821,93.31701,114.75071,92.0814,122.2626,113.44826,1.70751,1.5049,0.20752,1.47599,1810.848642,39.0,2.0
5311,5,53,193.25647,181.74269,180.68906,176.06806,177.15567,187.7281,179.9986,162.3612,184.8082,192.31239,185.51351,200.6491,196.77989,166.79625,195.22775,180.05575,170.41569,193.95739,185.11518,185.52245,0.11034,-0.31037,0.20752,.v,1185.528307,51.0,2.0
5222,5,52,204.53317,195.81841,214.19616,206.86866,217.24977,186.79104,224.78413,226.22281,194.84964,205.59205,218.74466,204.13783,213.70283,212.46644,213.90781,197.38805,204.62007,241.40229,203.29695,210.59353,2.21988,2.22638,1.74666,1.16942,2568.872786,25.0,2.0
4321,4,43,258.37697,243.05024,236.11202,247.5428,249.61642,233.4656,267.33009,245.38425,262.43143,225.10618,238.72401,221.95525,193.10036,218.34706,186.03654,192.58465,210.03031,172.32065,231.49334,176.62139,2.12779,0.8189,1.48194,0.77396,855.954853,36.0,1.0
7321,7,73,182.26012,193.10651,171.16239,180.48141,186.06633,170.9711,187.01955,188.01639,159.63748,177.25301,193.52389,194.53747,174.71877,205.01293,206.37024,198.1929,182.95977,186.41973,167.87768,178.98178,2.64657,2.39176,1.631,3.00012,2877.391262,45.0,1.0
9996,996,996,187.59866,198.20954,198.92164,206.76043,183.41903,195.44915,218.35071,194.02471,208.55199,199.511,178.35102,168.98979,172.37801,185.35792,165.79362,195.38729,221.59048,163.93236,244.1112,206.7391,.v,.v,.v,.v,552.013772,65.0,2.0
5131,995,995,128.62845,145.99333,121.98698,125.62302,132.08381,138.55582,127.0231,139.44746,100.10765,119.80318,126.33987,138.6066,119.07469,148.98149,141.64851,139.131,113.34046,148.90866,100.2349,132.76094,2.12779,1.56513,2.70013,1.50071,958.6099,26.0,2.0
5414,5,54,220.81008,211.81385,207.17128,195.81692,217.82227,227.98798,199.67095,207.30899,199.04024,205.05203,194.40719,199.39532,196.28965,210.98642,217.4655,207.57422,224.2626,182.40196,192.7035,210.9228,0.11034,0.17202,1.98731,.v,946.626172,28.0,1.0
9996,995,995,244.06481,263.245,233.02597,259.44937,258.46894,252.49781,233.83766,260.48396,249.21371,246.35238,243.09474,238.67415,247.97708,246.63856,213.68271,207.97503,230.26534,256.11895,234.88622,237.7744,.v,.v,.v,.v,1742.647526,17.0,2.0
9996,995,995,203.25553,204.08713,197.14708,167.96391,189.8256,204.33544,220.87247,198.54999,177.53213,225.91898,191.8655,197.25901,210.47369,195.65409,199.45391,211.59949,218.08935,213.65862,198.53034,231.87631,.v,.v,.v,.v,2225.921426,39.0,2.0
8114,8,81,139.28883,144.29474,135.55498,134.07165,171.25653,132.80656,136.10877,135.10595,127.66139,130.18608,172.07177,144.9721,164.27246,154.14728,163.61904,170.09193,180.2743,157.35595,162.72479,131.94663,3.30457,2.28615,3.63381,1.89134,1663.884773,48.0,1.0
3123,3,31,206.38886,174.66795,187.11054,184.76563,186.20065,179.37495,191.98294,201.15959,178.51357,208.19493,216.80043,195.24074,222.52136,189.11299,192.06855,220.90631,195.25172,233.03458,193.0155,228.46967,1.75534,1.70844,1.48194,1.0763,3905.699158,61.0,1.0
9996,996,996,190.3524,208.75981,212.74049,224.74002,199.76745,222.85422,213.52237,225.38658,226.09195,231.89426,190.92648,174.07777,216.39839,203.94454,188.27752,231.12571,216.31097,222.68137,203.84533,218.90914,.v,.v,.v,.v,1800.500936,36.0,2.0
5221,5,52,190.44849,161.44891,150.22242,159.72354,172.92951,163.9796,176.36775,177.85589,155.95743,153.73886,176.20641,120.1501,156.10536,172.16138,151.35394,144.08374,167.91024,153.35967,127.70672,127.94649,3.99039,3.6789,2.80464,4.03035,4952.334823,30.0,1.0
1346,1,13,279.25268,240.63361,256.96227,256.21088,244.42679,246.24209,258.96624,238.58559,261.40253,235.26534,301.25134,233.86154,240.21164,266.79436,267.65668,250.11789,271.53894,275.21259,246.72024,257.55902,2.47263,1.86138,2.53495,1.74463,4376.787573,39.0,1.0
5244,5,52,281.42468,292.10829,297.26273,284.91517,275.1853,274.01881,302.06138,283.16176,298.73873,306.17554,284.03901,306.08274,301.28168,297.14225,309.95705,289.83917,299.28931,291.12368,308.93306,264.34128,1.75623,1.57927,1.43983,1.03594,1850.194785,28.0,2.0
1211,1,12,260.96792,237.73593,275.73452,252.48682,271.04219,263.39137,272.54471,235.08202,240.07024,252.50957,249.09095,246.3639,282.42711,275.57591,255.99017,293.47796,270.02211,231.40189,248.35292,252.70585,2.78986,3.14148,2.80464,2.8321,3460.598273,47.0,2.0
3343,3,33,261.47323,226.4038,300.15201,251.33105,221.96352,255.35248,263.57427,273.29748,250.35169,266.95749,284.42013,251.73012,279.30771,254.99911,243.83298,260.44287,256.73808,250.43624,277.54507,248.12156,2.84033,2.21595,2.80464,1.89134,4583.562374,34.0,2.0
9996,996,996,141.04564,145.72655,143.06373,134.73697,160.20755,146.42999,159.63142,156.57581,156.38286,146.69011,142.73058,137.18957,157.8388,145.66536,178.07956,156.46601,152.90443,131.7334,184.0431,154.93271,0.11034,-1.81651,0.20752,.v,14008.383154,41.0,2.0
4313,4,43,230.58391,245.33519,250.40331,254.23908,251.55683,248.10507,266.48922,248.35269,247.12574,256.95603,242.96748,248.67236,233.89979,229.62257,242.72057,217.56173,270.25011,262.66698,247.57108,242.06296,3.02234,2.22443,2.70013,3.63843,778.186646,33.0,2.0
5164,5,51,186.98094,212.14434,190.62586,204.09806,191.32233,180.37695,225.53605,206.2833,209.93938,179.90862,152.33808,165.03656,196.74172,190.52229,178.30227,179.79195,192.03449,167.18559,187.67868,162.35564,1.49563,-1.81651,0.20752,4.47177,785.19572,41.0,2.0
3122,3,31,221.25961,225.12585,209.7007,194.39022,204.71178,191.5299,214.91869,192.72242,222.39207,229.16434,236.99316,231.46426,263.88323,250.2506,248.02151,232.01012,236.06716,233.82583,212.11036,233.63493,3.3849,1.42925,3.3186,.v,1198.440507,50.0,1.0
9996,996,996,272.72519,268.30795,263.09402,254.04476,253.1206,242.72689,240.68109,249.01603,242.76592,246.46113,239.18846,258.06946,252.29183,263.38613,248.13842,230.98507,247.9639,242.53416,269.46224,243.03041,.v,.v,.v,.v,1214.874409,24.0,1.0
9996,995,995,174.57548,191.47098,160.61167,161.21298,172.00344,170.03035,155.34071,167.04407,151.79803,169.64675,186.31207,192.13566,172.88492,173.65109,188.86012,136.81061,159.80417,176.64044,171.42087,168.18057,.v,.v,.v,.v,2063.290981,16.0,2.0
7543,7,75,241.27424,267.19591,251.04231,247.04978,228.85587,247.75899,262.92044,243.54753,240.67538,269.63662,254.27759,291.67174,286.19148,266.30048,250.56179,292.98444,279.05112,279.35899,271.71946,286.59116,3.018,2.61416,2.80464,1.8397,2486.074123,32.0,2.0
9996,996,996,239.48054,243.72195,234.05896,245.29113,247.7269,259.20849,235.60045,232.36364,242.1571,247.76422,232.95934,244.43849,219.84378,225.3619,235.5219,239.01792,257.91055,212.16931,268.4645,220.69252,1.24678,-0.31037,0.20752,.v,8001.933796,19.0,2.0
9996,995,995,176.77827,176.22863,177.62962,218.95028,202.05651,200.07407,191.30816,210.84999,197.88391,205.79311,201.61335,167.43885,186.2294,194.48638,188.7439,205.88902,179.96998,187.8622,179.5106,183.08027,.v,.v,.v,.v,3639.600449,19.0,2.0
8332,8,83,203.03375,182.62147,196.68985,212.27037,219.25576,200.38294,197.01624,200.72342,204.95442,193.92954,210.455,202.80436,201.48082,213.44366,234.69293,171.85562,214.1875,200.22375,212.52664,216.35238,1.24678,2.75552,2.81704,0.86931,494.738953,60.0,1.0
9996,996,996,100.02376,111.16234,91.93041,108.49863,116.19384,143.20753,127.00098,100.01446,98.694,111.21057,59.37101,60.79509,58.22996,104.74147,90.56934,116.99466,93.02225,71.99258,72.72479,72.75488,0.11034,0.70939,0.20752,.v,2195.3076,49.0,2.0
5223,5,52,260.63603,236.6794,254.23739,249.91422,237.20685,243.59846,243.04758,257.66867,243.88217,250.60766,244.58365,214.77235,223.85333,222.89719,235.87912,215.60828,235.82485,233.73599,229.30002,230.31783,1.6236,1.89514,0.20752,.v,2517.772928,23.0,2.0
2643,2,26,277.69768,272.07299,273.9142,286.05512,261.4038,261.28665,246.28669,262.74697,287.44512,285.08245,249.87884,250.09434,236.35913,253.24681,252.01819,257.33737,246.1872,235.62117,231.90944,238.94575,2.00269,1.91305,2.70013,2.8321,1761.502393,33.0,2.0
3112,3,31,172.08007,186.39613,212.08815,196.59171,201.63551,199.61813,197.02908,204.63708,183.90416,205.94804,224.99017,229.19429,265.93874,229.48224,214.10833,243.79557,217.01616,200.51834,247.81259,230.98914,2.772,3.55525,2.59139,1.36172,1651.528695,64.0,1.0
5414,5,54,260.28891,248.55116,251.50448,256.27339,220.97396,233.13805,252.92077,235.98756,268.17584,254.51002,295.61404,268.52166,248.21028,283.01717,243.50851,257.70984,273.82727,274.12645,269.89603,286.35731,0.11034,-0.31037,0.76608,.v,13707.74035,23.0,1.0
3332,3,33,278.51069,255.20697,258.00016,242.41398,252.05308,244.47838,281.56727,252.06433,258.70466,250.92165,231.47451,233.20466,231.59567,244.12513,228.40207,252.12095,224.44779,227.34199,222.50009,238.15713,0.11034,2.94495,0.85358,1.2247,2608.61033,26.0,2.0
5221,5,52,208.50718,237.63604,225.19013,216.62762,245.42263,222.04761,221.39623,218.06739,220.25804,245.6517,195.31029,241.2759,213.99599,181.70393,203.17444,213.41841,199.50257,188.23039,193.39163,215.11079,2.21772,0.34832,0.20752,1.0763,2739.618924,45.0,2.0
3322,3,33,236.7742,238.79746,233.33165,203.08028,239.51708,233.61431,215.8935,243.20968,247.91546,222.01226,246.14364,245.6063,206.82868,199.9697,224.22114,226.83955,239.58345,214.62337,225.4869,205.70641,2.12449,0.78395,0.20752,1.28643,1206.193216,43.0,2.0
5230,5,52,191.80237,174.65071,176.97447,216.52113,195.85493,204.13529,168.78384,189.83085,206.23766,190.27931,198.2506,183.12893,192.86786,219.8749,189.98832,195.40355,192.72251,159.02381,194.9393,198.55317,1.65666,1.35876,1.78147,0.86931,531.380462,24.0,2.0
9996,995,995,206.96175,237.4289,217.82732,185.28709,233.92234,228.92849,201.62754,237.46958,207.5805,226.32693,221.73835,225.15929,234.87727,200.19342,258.31467,226.83567,203.12829,235.89248,215.81273,226.90034,.v,.v,.v,.v,633.089939,65.0,1.0
5211,5,52,157.95687,162.69088,181.00733,215.17189,202.50593,168.90184,155.37797,196.0613,182.6623,163.79443,170.66247,177.33301,178.25078,191.79631,171.4533,155.31452,191.82679,198.01641,150.48013,177.21556,2.12779,2.5077,0.20752,1.0763,4089.24881,47.0,1.0
2411,2,24,303.41027,293.48372,273.30092,286.38765,295.19127,282.00764,304.87332,271.53491,274.65655,283.44448,315.52284,308.88995,323.38434,286.71035,329.39355,331.90848,307.69423,304.12541,309.533,291.69736,2.47263,1.93505,2.61166,3.29951,3469.504063,28.0,1.0
2146,2,21,288.43061,270.96232,271.20904,270.65548,271.18649,282.34093,257.48756,288.73706,279.04974,271.69701,330.81733,313.90318,288.49317,309.21196,292.90777,319.75852,292.72947,287.62259,291.17346,295.56897,2.76352,2.30751,2.16952,1.71925,575.341708,28.0,2.0
9112,9,91,229.13472,242.78184,220.12364,227.25662,229.55398,244.73286,226.68537,231.28399,226.06694,197.97747,217.33568,217.9755,210.98228,231.73049,205.51637,252.22145,223.39933,211.66911,230.28815,183.76936,0.11034,-1.81651,0.20752,.v,1005.606034,29.0,2.0
9112,9,91,223.58283,247.93605,253.01219,265.65574,267.5356,229.31507,261.62017,235.51317,239.80816,270.73385,228.54627,255.17724,242.12054,252.37646,262.18079,234.31638,246.62628,233.76583,269.44793,257.09378,0.11034,1.89078,0.76608,0.95766,2374.049692,33.0,2.0
9996,995,995,156.20895,180.19717,158.20078,161.54435,150.70469,193.12388,159.91601,186.07565,176.59043,184.78636,184.15874,180.85055,180.44806,184.70583,190.56179,186.56556,171.30328,156.11434,174.1231,195.30548,.v,.v,.v,.v,2716.272964,41.0,2.0
8322,8,83,204.7696,218.19738,218.77534,191.70969,221.70808,199.96983,198.43882,211.72633,185.79809,199.75039,201.78825,217.23221,202.33227,213.15143,209.23073,210.97772,212.06332,234.97782,206.80982,220.59457,2.53125,1.46481,0.20752,1.38815,3673.918072,22.0,1.0
5153,5,51,297.11329,336.63938,291.79418,340.93768,337.29779,300.46296,364.53847,349.91747,327.1838,302.73889,332.92728,345.57984,307.58089,352.67445,327.62707,351.59311,344.90901,332.3509,341.59646,314.09858,0.11034,1.87226,3.63381,2.8321,1213.736374,34.0,1.0
5221,5,52,207.33768,198.15576,181.5915,174.65335,194.40138,196.23437,194.51883,184.04582,215.01767,208.29547,249.73349,216.79207,229.35067,219.37007,229.88592,228.81488,219.96116,225.41811,206.73119,228.89107,1.70751,1.78229,2.41025,1.2247,576.592334,47.0,2.0
9612,9,96,263.90561,247.58298,255.60582,251.25373,254.23036,238.72146,225.25974,225.26779,234.92758,238.13867,251.59321,253.77301,268.82435,253.63308,246.03732,282.58324,242.76981,234.93029,242.66227,260.60472,2.12779,-1.81651,0.20752,.v,1393.986526,21.0,1.0
7231,7,72,138.44064,165.24453,131.61912,190.86733,155.8463,196.28396,161.59911,158.79413,149.34773,171.77626,199.27602,202.38335,166.95813,199.38467,189.14724,237.37329,174.89711,187.74265,153.68492,174.72564,2.73228,1.76427,3.0635,2.09333,1152.147294,30.0,1.0
5322,5,53,152.46219,176.59059,167.30566,153.4236,166.04307,156.938,146.00233,152.44115,152.08868,142.10614,127.43477,150.84341,149.25347,134.29987,156.88949,139.85513,164.08965,113.33623,138.57,134.63448,0.11034,1.06858,0.20752,.v,1657.502339,61.0,2.0
1324,1,13,297.81201,279.26,253.33624,282.34669,294.67392,276.9747,286.40295,288.48134,271.34837,280.30557,295.16815,273.66881,240.33275,314.23814,277.23111,265.93948,297.15749,293.61924,278.78976,300.38051,3.38081,3.19258,3.63381,2.8321,1894.568042,40.0,1.0
5221,5,52,206.4735,175.47331,228.88835,190.90389,205.6839,201.86358,191.22539,187.76304,196.96471,182.79402,203.81638,176.73184,214.65679,191.00008,187.47193,202.38165,205.9537,185.05117,211.0112,183.76767,0.97956,1.49644,1.43983,1.2247,4259.010104,54.0,1.0
1420,1,14,254.46727,247.64114,199.90611,219.67072,260.57212,198.91692,116.3273,250.53073,216.88609,200.70623,279.77387,250.44158,157.67143,242.29742,288.84117,178.0187,135.99001,266.31095,206.05107,216.66695,3.00843,2.59924,3.63381,1.89134,1355.54882,49.0,1.0
4120,4,41,210.58845,209.49591,221.31981,215.23869,226.25056,219.41011,224.18598,212.53836,215.55795,220.77017,225.70205,201.01282,222.4038,211.63663,221.12194,200.67616,234.12556,203.71685,203.62624,203.697,2.90989,2.58909,2.70013,2.0077,885.215994,48.0,2.0
7512,7,75,126.38385,127.29922,158.37788,138.02219,155.74396,152.61628,155.76922,140.75039,173.5978,174.29643,122.77209,137.72819,163.37505,148.90126,122.84367,130.30475,180.21699,151.5384,142.42229,162.38051,2.22323,1.53807,0.20752,1.0763,3665.908703,43.0,2.0
9111,9,91,191.80319,204.04484,215.79082,210.29804,204.8796,218.01399,219.98092,210.93745,221.13794,217.7681,185.30253,174.6553,194.26361,202.29839,190.65182,209.058,232.68806,198.62506,192.98471,229.43218,2.12779,0.70939,0.20752,.v,694.479068,61.0,2.0
9996,996,996,160.78824,177.93893,204.91387,175.63503,208.2862,180.24992,177.75094,187.48169,175.40877,187.24047,138.04524,173.90632,220.97554,167.37095,192.03847,173.87161,193.19559,183.6344,215.48429,182.67917,.v,.v,.v,.v,3002.804714,47.0,2.0
9996,995,995,209.98464,227.83152,214.38639,211.28307,233.17554,213.35923,206.35712,208.78953,207.2656,203.59419,191.11768,177.54949,191.42167,187.30547,211.84082,199.16467,220.44002,219.83737,209.73684,208.67198,.v,.v,.v,.v,1555.455738,23.0,2.0
3112,3,31,202.04135,188.29364,214.5152,215.28252,197.69439,208.70495,199.56168,205.83076,208.07682,167.28423,227.47561,224.09438,238.55932,258.67947,232.90517,219.30559,220.78152,237.43243,234.74556,206.44361,2.33262,1.55967,3.63381,4.47177,3411.126809,42.0,1.0
9996,995,995,197.43739,175.28701,157.84086,170.35643,165.5957,156.28042,148.66701,143.1019,168.86234,151.38196,188.41284,157.37478,169.20149,180.05094,180.26708,189.93315,165.67619,164.90872,176.95183,163.62269,.v,.v,.v,.v,5621.790765,64.0,1.0
9996,996,996,225.65043,210.70083,212.50373,205.83957,212.83664,223.9401,184.56053,212.83334,218.46826,229.74195,197.30221,226.35819,190.86475,190.43527,213.94189,196.59464,209.15046,207.75672,212.70149,203.80241,2.72194,1.43649,2.80464,1.90004,466.187111,41.0,2.0
4323,4,43,237.31129,194.32471,199.62377,210.00629,251.54226,219.15738,213.14312,228.77153,217.97279,219.93939,231.05415,220.32787,231.05956,235.74219,238.05141,227.42725,243.77339,260.46626,229.16229,248.27752,0.11034,0.93394,0.20752,.v,892.193309,53.0,1.0
9112,9,91,187.84903,169.88339,165.31922,192.81955,186.46679,179.84916,198.59159,175.31432,193.67522,175.36589,177.73071,161.42954,175.33345,214.74074,157.77072,169.6327,161.9288,176.26693,173.45505,172.4286,1.22211,0.88776,0.76608,.v,722.243058,54.0,2.0
9996,996,996,356.46003,322.78796,341.8177,358.46804,351.5426,335.25523,357.04624,331.78881,327.46836,347.37433,324.17673,306.63133,329.69496,348.50741,370.07832,351.38439,323.99455,332.83814,353.14458,348.4189,2.55264,1.01375,1.34654,1.00437,1733.798923,29.0,1.0
9996,996,996,161.73776,147.1531,146.65421,132.23332,138.05645,170.98224,147.33423,136.35101,146.11347,156.0078,117.14799,115.61592,130.86887,102.3682,87.35298,133.93724,126.18948,120.48626,142.86553,106.3115,1.24678,-1.81651,2.41025,.v,2530.856466,60.0,2.0
2269,2,22,315.14066,307.98411,296.23462,342.18999,285.3139,315.32015,307.52785,315.09202,300.30768,316.6278,219.36657,247.70492,245.7178,263.82729,206.73302,234.19282,241.05846,227.65233,260.44991,228.49498,0.11034,1.65368,2.32566,1.89134,8394.827807,26.0,2.0
6210,6,62,108.6263,139.1462,106.91085,128.11808,131.67634,128.4242,113.69275,113.21682,102.62588,121.34513,89.46938,126.62832,79.9059,82.05382,76.8616,121.14672,69.98762,86.73569,68.70156,78.64277,1.74221,-1.81651,0.20752,0.86931,4178.880822,63.0,1.0
3255,3,32,228.12106,221.3417,214.49403,210.43767,208.25735,256.45165,245.18937,234.43209,232.06975,224.7759,216.5713,213.05131,232.43327,215.90471,223.94814,217.74434,230.16579,213.99912,219.97526,253.48336,1.24678,2.09892,1.81786,2.8321,2487.0277,30.0,2.0
2342,2,23,305.13441,309.80033,306.00741,304.17454,290.7527,294.16854,283.00446,298.26153,283.3814,316.50598,256.20639,269.65374,274.37138,265.09092,241.66452,254.45087,227.99343,240.10121,267.46365,263.8196,1.85327,2.96706,3.63381,1.89134,1220.203519,28.0,2.0
3323,3,33,133.32955,97.52841,105.23636,122.28141,93.42127,116.69927,113.02923,130.37965,126.59861,119.38123,117.00434,103.8841,95.84401,125.01199,100.46289,98.98534,89.23829,125.69762,139.54628,111.52913,3.0839,1.80743,3.3186,4.47177,1032.947061,46.0,1.0
3230,3,32,278.06331,251.31562,271.88767,288.9016,259.784,261.36796,270.73861,270.01248,240.92969,237.87331,236.21672,247.62022,229.02275,269.03196,219.64127,248.10772,221.64191,211.50794,219.19637,239.50516,2.74993,2.81874,2.27053,1.96713,1378.014178,37.0,1.0
5153,5,51,182.3481,184.38666,184.24371,197.37629,169.28115,174.39244,160.62677,173.9613,184.81747,184.50979,203.1792,176.31468,198.52221,174.82924,181.75287,186.76194,173.66115,201.28705,183.6246,190.06159,0.85746,1.12165,1.67462,.v,1002.771376,57.0,1.0
3322,3,33,299.16475,307.63021,291.11089,314.14902,316.43185,304.05038,310.0129,342.80336,325.31208,330.87468,270.92462,263.8181,255.6883,266.3875,253.61043,252.89605,295.00966,276.94853,272.54547,267.44915,2.37355,1.62188,1.91848,1.89134,1140.455847,25.0,2.0
7319,7,73,278.70574,299.65073,303.12078,316.62398,281.92477,291.13095,322.25375,292.31381,312.55121,297.17991,263.17239,285.79639,283.12266,281.96559,296.08908,298.16449,296.96652,283.79813,270.81995,268.1349,2.98301,1.8871,2.59139,2.41101,1868.153073,32.0,2.0
9996,995,995,217.27834,207.94713,205.01722,205.245,215.1402,182.68912,193.28126,203.95779,203.84731,222.20083,207.72055,223.31663,206.50992,212.30243,203.1761,170.27179,201.91312,199.64036,190.37076,213.40596,.v,.v,.v,.v,551.980061,40.0,2.0
.,.,.,190.57671,229.08922,183.45171,172.75178,159.269,206.67198,218.77467,196.38549,178.11504,225.39897,167.80902,229.4843,215.8111,193.07704,111.80612,204.38648,166.48724,193.21999,160.1983,203.10365,.n,.n,.n,.n,2908.835061,38.0,2.0
9112,9,91,170.05996,168.60335,173.94124,162.23914,142.22595,165.81737,153.12301,174.95174,161.29027,160.02957,200.86686,151.50602,155.35178,154.37903,158.05267,161.58936,185.21217,164.66127,162.75995,147.28903,0.11034,-1.81651,0.20752,1.2247,657.765773,55.0,2.0
9996,996,996,280.87021,303.66163,303.80143,287.93013,279.47499,291.54579,295.90608,279.36967,287.45048,278.66463,292.36589,286.84735,264.18049,299.80717,297.71096,303.33776,289.22397,269.33873,247.23715,276.65894,.v,.v,.v,.v,2753.777124,25.0,2.0
8342,8,83,133.72147,134.4629,140.05077,121.90025,139.54307,124.17709,109.17515,126.9554,128.08456,137.00108,124.50837,121.88737,144.38485,125.46836,155.96241,100.32981,106.28426,158.79413,168.73551,157.00783,0.11034,0.34832,0.20752,1.10962,1920.524136,57.0,1.0
9996,995,995,209.86708,188.1935,203.1294,213.40954,201.20921,213.65379,211.96342,201.49479,214.30687,208.49054,211.78696,200.83839,205.58501,200.73292,216.95782,189.42314,187.10655,196.93079,194.56547,210.85643,.v,.v,.v,.v,435.899141,20.0,1.0
3434,3,34,117.41693,108.30634,114.43614,90.15829,106.71641,123.34854,91.5148,103.99286,100.1802,90.00058,115.82839,88.43553,125.81194,97.0079,110.39242,115.17168,98.97005,119.79319,114.23385,114.2363,2.44738,1.21508,2.81704,0.53842,3125.419782,56.0,2.0
7512,7,75,312.11065,309.91368,321.51489,283.83437,285.98853,299.85615,286.16595,289.59091,303.63305,317.79714,279.65885,272.20646,279.13569,278.61573,264.42609,281.72964,282.21376,278.64592,262.26614,247.49947,0.11034,1.29314,2.41915,.v,2647.678829,26.0,2.0
9996,995,995,245.7236,236.40667,256.5445,252.68789,233.4883,214.85151,263.90354,253.27587,253.96535,238.77161,238.53167,232.79128,249.37009,238.14057,230.83676,206.85466,218.40613,244.07281,231.36566,239.64355,.v,.v,.v,.v,6077.703133,19.0,1.0
3321,3,33,209.8841,187.23172,230.6145,233.02502,222.32213,223.41578,237.86128,207.94095,235.12544,219.06634,207.08688,230.33637,236.98881,271.65982,255.85551,247.18535,233.69763,223.1364,262.51941,217.73273,3.09831,2.30554,3.3186,2.8321,4435.96547,52.0,1.0
9996,995,995,259.61379,239.73084,224.44209,252.64748,252.73235,262.87431,241.395,244.86666,261.25862,232.84276,250.61102,216.64508,227.01349,216.90964,228.76869,229.06258,235.86595,218.73023,227.15813,220.86576,.v,.v,.v,.v,808.971127,48.0,2.0
