ISCO08_C,ISCO1C,ISCO2C,PVLIT1,PVLIT2,PVLIT3,PVLIT4,PVLIT5,PVLIT6,PVLIT7,PVLIT8,PVLIT9,PVLIT10,PVNUM1,PVNUM2,PVNUM3,PVNUM4,PVNUM5,PVNUM6,PVNUM7,PVNUM8,PVNUM9,PVNUM10,NUMWORKC2,READWORKC2_T1,WRITWORKC2,ICTWORKC2,SPFWT0,AGE_R,GENDER_R
9996,995,995,229.86445,229.68802,235.82238,256.49562,236.22544,236.02927,243.31589,229.1926,232.37611,228.66365,236.14586,249.64997,229.43254,257.034,234.9587,231.27152,230.46769,246.02994,241.3392,237.54863,.v,.v,.v,.v,2467.32612,47.0,2.0
8341,8,83,163.70321,195.82208,159.95715,187.67487,184.00882,186.70578,174.68848,191.26181,192.48949,178.96263,162.8314,201.81115,162.98002,164.60049,177.39536,186.31537,180.74357,186.33929,199.4349,179.25277,0.11034,1.75997,0.20752,.v,3314.341459,53.0,1.0
9111,9,91,128.94419,116.59386,121.05599,129.33986,136.92652,132.81627,146.08881,131.18316,138.50928,138.29525,125.31517,133.87961,119.12948,139.31925,161.61525,162.55168,151.05599,146.71828,128.44376,182.81282,1.4756,0.52945,0.20752,0.29699,2986.560673,60.0,2.0
9996,996,996,103.35744,102.22535,115.62169,88.90401,103.37683,109.4305,104.2049,107.71049,97.54574,103.63208,119.59155,118.32521,123.01512,115.02871,96.27091,136.78682,132.60778,124.1078,114.29344,102.0267,.v,.v,.v,.v,9498.460514,54.0,2.0
2512,2,25,183.856,197.15482,216.3055,204.53897,187.98999,205.92744,206.96676,204.79012,200.24182,208.80959,169.42872,217.14286,184.84137,210.76785,207.5859,218.48974,228.58473,214.49879,203.66316,187.22239,2.91936,3.31358,2.70013,3.60264,1068.332138,35.0,1.0
9996,995,995,181.72567,160.66467,171.42155,153.11809,152.91216,146.20603,175.94208,133.69799,164.69639,158.87859,197.51789,176.46754,190.34133,155.20354,193.76092,146.07423,155.65149,156.14722,161.91513,208.01384,.v,.v,.v,.v,14109.845683,34.0,1.0
5414,5,54,167.7811,159.45818,160.90327,160.68993,186.23411,156.44364,129.65292,146.06045,166.34957,163.09895,171.04746,165.46872,162.15999,118.02627,162.01217,161.76827,110.64842,159.09153,152.9193,159.32254,0.82065,1.2367,0.20752,.v,2665.644167,55.0,2.0
5142,5,51,277.53677,298.39361,304.5606,284.62329,323.41679,266.79098,310.86497,274.7434,269.68982,285.42301,262.79364,250.85006,260.73461,275.09051,265.71911,263.17987,270.087,239.14528,247.72115,254.13915,1.19664,1.57545,0.20752,1.2247,1665.022866,24.0,2.0
9996,995,995,150.56677,159.3717,158.29192,174.667,192.40307,167.42981,158.65009,160.5447,172.8212,153.70375,146.95357,129.58689,139.05466,158.34857,172.42743,149.92424,142.88548,183.36199,176.94843,162.98865,.v,.v,.v,.v,1296.639365,62.0,2.0
9112,9,91,239.72293,226.30222,238.84224,226.18062,261.0329,245.19717,222.98747,230.90069,215.62669,237.75683,238.30738,226.16495,217.34561,219.11352,225.54514,217.84915,214.09426,234.90455,227.68452,240.06008,0.97956,1.35438,0.20752,1.52063,628.564066,42.0,2.0
4321,4,43,182.71261,210.57287,195.10453,176.8335,168.93449,184.07834,210.28668,217.10258,193.21198,191.81524,154.45387,171.3975,145.49322,176.39922,154.85534,170.67738,177.24417,186.14128,147.03255,140.80206,0.82065,0.70939,2.06204,0.64231,1741.296129,37.0,2.0
3251,3,32,299.12994,239.40772,234.11239,225.90148,270.94125,251.06036,319.62375,286.90936,267.35696,280.02973,298.48521,272.56072,257.15937,250.97928,271.03646,264.63025,285.69992,282.97124,300.15924,286.02025,1.94392,2.18548,1.29646,2.10841,1073.771362,33.0,2.0
9111,9,91,181.69393,173.61754,193.5772,166.8751,164.12321,177.1554,167.54268,199.59133,170.60126,171.07233,185.04428,161.77471,206.63058,173.22206,194.99184,159.5264,185.4075,195.66354,146.32653,214.77363,0.11034,-1.81651,0.20752,.v,2805.293062,63.0,2.0
9996,995,995,220.50654,225.61943,208.85693,204.86589,228.08059,227.14699,198.63708,211.04887,233.8891,242.01614,208.72282,215.93785,195.03623,225.30554,226.81854,238.48661,197.09131,205.38932,209.45122,207.60453,.v,.v,.v,.v,768.693132,65.0,2.0
3434,3,34,229.8855,229.04557,230.94472,242.08569,247.25527,226.81104,228.25021,250.15428,258.98411,244.92338,218.27641,235.54419,244.31657,220.10237,230.75434,204.06086,225.4338,238.25252,254.11059,232.36167,2.24488,2.3554,1.86884,1.42926,3184.76998,39.0,1.0
2144,2,21,206.16219,196.98927,199.58882,178.3077,228.06776,226.59177,214.58681,195.67656,206.40972,227.49402,224.62431,224.48721,201.16999,205.13133,221.04542,205.44068,227.0678,214.5378,207.26692,206.85094,2.34853,3.0431,3.63381,2.8321,1148.586231,48.0,1.0
9112,9,91,173.98681,177.75253,156.2327,125.67536,161.01719,147.05312,151.45335,172.93767,132.06453,128.98563,114.71984,154.53617,138.2599,141.25284,126.85783,145.74948,146.51784,142.72355,126.97909,131.10529,2.41169,1.70831,1.99397,.v,731.749295,43.0,2.0
2341,2,23,205.81575,208.78221,220.88922,223.05316,223.17463,211.73302,206.79971,237.98587,228.01293,224.82594,214.63073,211.03476,228.22165,228.59349,217.06197,197.06535,245.55317,209.28416,199.95981,212.96785,1.71455,2.38083,2.80464,1.76894,3397.985871,25.0,1.0
8322,8,83,286.30966,264.60684,272.61367,303.89544,311.19218,291.22756,285.45619,294.23909,276.65568,304.24978,307.7799,288.72109,288.55485,304.55094,310.49148,305.45783,293.78598,323.21563,310.8225,307.40711,2.05393,1.82175,1.13088,0.8237,3251.072519,45.0,1.0
5312,5,53,252.24408,254.91712,267.57518,247.07183,225.28742,259.13771,250.07993,255.30807,256.92271,236.43328,208.63587,214.26483,234.34696,214.19984,224.96612,244.13375,217.31661,241.96688,203.98849,229.03922,0.85746,2.69422,2.57991,1.26966,2864.071569,40.0,2.0
9334,9,93,296.54517,266.09853,280.17924,268.23191,258.57339,272.4452,278.32317,268.06814,271.89264,264.75471,268.38613,286.62577,278.08864,283.4904,275.85231,280.87784,287.37239,278.50058,252.29913,258.60541,1.19664,0.48271,1.1898,.v,1684.688382,24.0,2.0
9996,996,996,304.01936,308.52184,323.71264,289.18254,289.89185,305.57781,281.92829,240.32719,328.57158,342.16512,294.78147,299.9557,303.46993,291.01878,273.56483,315.01548,293.39256,303.40472,319.32323,329.64391,.v,.v,.v,.v,2936.807644,23.0,1.0
1324,1,13,283.66465,279.46635,285.19341,303.54511,286.21206,291.6168,267.09112,282.65133,272.36167,299.5445,253.41288,245.38542,224.13101,256.99242,246.59061,259.68887,236.71067,247.96811,243.41029,248.23968,2.738,2.44166,3.63381,2.8321,2299.945757,35.0,2.0
3256,3,32,231.86815,227.84834,237.9332,257.92775,238.42646,236.70261,207.80739,235.22844,218.33198,227.24594,244.24063,219.1515,258.23001,250.08053,219.38626,225.20739,204.32492,227.92786,204.90667,231.95437,0.11034,0.79169,0.20752,1.2247,6869.644156,25.0,2.0
2512,2,25,288.78501,306.6142,294.47949,301.50568,276.89356,292.88873,283.88053,281.80153,298.60989,289.71577,306.87928,365.65658,318.87028,301.8792,338.19923,290.55794,308.99249,291.20865,343.48657,303.52363,2.21243,2.61416,2.21611,4.47177,2578.998548,26.0,1.0
9996,996,996,167.14827,161.38549,172.03475,148.28159,187.71644,179.81085,177.49751,169.44688,158.59153,156.99088,170.93393,163.27167,181.70918,153.12996,185.05177,176.42502,199.44361,165.74299,162.50757,182.97337,0.11034,-1.81651,0.20752,.v,1570.876158,53.0,2.0
9996,995,995,209.39772,234.78355,232.56004,195.25803,232.9922,208.74435,234.10997,231.09803,218.41084,201.15162,251.92774,252.20016,242.684,235.25649,272.28944,207.36414,251.65528,249.23361,252.39596,234.79448,.v,.v,.v,.v,824.735352,34.0,1.0
3343,3,33,266.01528,256.64307,261.71572,266.84794,245.95102,251.57608,268.58006,247.56148,251.67294,244.57851,239.3315,267.22636,232.78903,238.94299,245.89445,225.44221,239.35482,264.30974,238.40844,226.95949,5.39161,3.31358,3.3186,4.47177,1965.204849,26.0,2.0
3334,3,33,266.54331,227.25304,258.90044,246.16437,259.87399,245.23551,259.50446,234.38539,245.31572,244.03075,237.64852,231.81106,233.32208,235.30626,259.40031,267.76517,266.2874,261.16281,235.66037,229.01841,2.559,2.05726,2.59139,1.96713,572.440718,44.0,2.0
9996,996,996,267.7958,288.67118,283.11192,283.97063,288.49619,292.17495,303.00656,272.54299,275.29249,293.83884,256.43984,283.22984,270.03075,258.81971,272.84265,270.45918,288.02408,260.49719,260.62133,256.4647,0.11034,2.50447,2.70013,4.47177,2178.851212,38.0,2.0
9996,995,995,174.69361,174.55341,175.32066,167.44611,169.82072,197.1401,188.0695,176.86033,182.95561,186.55322,168.87943,177.93709,183.9218,183.08535,164.31337,161.52286,153.12489,186.48569,152.18188,186.59516,.v,.v,.v,.v,1296.639365,62.0,2.0
9996,995,995,195.54472,169.30635,185.45011,198.71267,186.72736,196.2638,193.11257,158.14258,207.53574,181.6799,203.26924,198.29669,193.12205,196.36406,206.11714,200.68697,211.94073,178.25297,197.96828,183.13369,.v,.v,.v,.v,1690.818969,65.0,2.0
7212,7,72,180.90213,185.10231,191.88261,155.17253,185.45202,201.99287,182.56908,184.82582,196.51574,203.48529,174.31249,166.13075,178.77246,168.28474,154.35224,195.80222,165.89259,168.41087,150.49385,161.09624,1.24678,0.52945,0.20752,.v,1107.107333,42.0,1.0
9111,9,91,133.89298,159.0106,136.31814,144.17465,139.36846,135.01288,121.74116,133.87774,143.71803,146.37545,136.58061,145.85481,133.2823,151.34004,113.58439,132.97922,129.66279,127.0835,121.11625,137.02854,0.11034,1.71305,0.20752,.v,777.675105,58.0,2.0
9334,9,93,174.73046,201.51266,211.83279,208.65441,198.48551,191.21892,217.59024,212.39359,207.61292,191.65746,194.96781,201.74669,194.23853,187.17119,193.3455,196.80362,221.0632,228.98908,177.78319,196.23573,2.11014,-0.546,0.20752,.v,5846.402774,24.0,2.0
8153,8,81,168.2523,162.33126,184.86693,175.32479,160.4412,164.178,171.07004,176.74101,154.17073,161.9507,147.85656,144.48676,143.22699,143.43257,140.52337,149.94678,147.76851,163.46274,164.89305,125.45502,1.70751,1.62296,0.20752,.v,670.061148,63.0,2.0
1312,1,13,304.9914,276.8569,295.8918,295.6445,318.10461,288.59112,306.79456,294.56087,325.85502,286.1269,313.93993,295.38613,352.71992,337.54021,331.58479,329.29319,317.42772,323.35754,342.27712,346.45273,3.20294,2.47704,3.63381,1.89134,1183.814222,52.0,1.0
9996,996,996,189.62642,182.7285,187.60261,193.40954,206.51206,215.51412,209.79082,208.3003,193.78221,205.19686,204.6,184.52306,191.17826,211.74061,204.60252,218.56664,183.32029,207.61716,180.16325,221.4765,2.62565,1.63257,0.20752,.v,2319.441387,36.0,1.0
8321,8,83,175.67849,179.83995,187.17382,193.32719,231.66296,180.1709,197.30498,166.35589,165.55591,190.70853,155.9753,180.56856,148.75054,154.90712,187.52113,144.95176,180.18409,121.11777,162.26662,168.04828,2.22827,2.32404,2.3599,1.2247,6944.487785,27.0,1.0
9996,995,995,247.16858,262.39333,248.46859,256.54236,259.02637,238.64216,237.87365,252.84486,256.86201,239.4055,238.72519,218.66136,246.12201,256.89153,234.97838,232.43475,207.16336,207.42559,233.27173,222.40751,.v,.v,.v,.v,1737.158693,44.0,2.0
9996,996,996,318.87571,290.46056,281.02547,274.84039,260.27932,294.37938,268.88065,304.9379,308.78842,281.00433,296.86202,296.38524,290.23406,276.22415,269.35513,288.10587,301.29477,287.71991,297.94029,301.75142,3.51644,3.31358,3.63381,4.47177,3696.162693,25.0,1.0
2611,2,26,313.0777,300.25407,310.63813,317.08836,293.09543,305.74603,302.53646,296.52578,283.5169,331.54721,326.96701,315.04977,325.82575,323.93439,293.41422,315.46478,304.66522,306.62816,310.84981,314.92654,1.75623,3.33976,2.45988,1.89134,1405.989736,45.0,1.0
3113,3,31,258.36645,269.22303,255.78385,242.5892,237.19209,253.41517,256.3059,250.34532,278.89844,260.56233,248.79244,257.78698,235.62515,252.24168,250.14017,253.7856,229.5813,246.24359,265.36461,255.53242,1.60368,1.78925,3.25892,1.68902,2290.255362,40.0,1.0
3411,3,34,254.54366,259.48309,255.52371,241.89825,227.96072,249.67546,238.40921,235.2996,271.89385,247.73003,274.83489,243.69142,268.60528,242.52528,261.55367,244.11936,271.06734,244.12025,246.99641,242.03889,0.11034,2.58806,2.94661,2.8321,1075.171809,57.0,2.0
.,.,.,281.86805,279.46492,278.74089,267.4831,265.00989,269.65465,267.11668,267.46405,273.89777,276.62982,275.42848,266.14534,265.26732,291.91344,266.49797,279.16293,266.55357,302.9578,267.01392,273.35419,2.78724,1.8006,2.73454,.v,1432.621413,21.0,1.0
1342,1,13,224.36321,222.09468,204.20592,203.01094,231.01507,215.3704,213.17993,221.00835,196.24246,201.10002,210.13468,213.73657,221.15379,207.5869,225.97362,230.20425,206.89558,189.04675,190.85381,199.84484,0.11034,2.36858,2.11412,1.2247,1537.614371,44.0,2.0
7131,7,71,177.09668,213.42258,176.51667,206.07393,206.60431,194.7524,190.84639,160.90266,193.28029,202.52563,193.63663,188.4268,181.64151,212.2715,191.41819,222.71758,186.81822,193.02844,159.09752,214.61988,0.85746,0.85688,0.20752,.v,2483.039335,31.0,2.0
9111,9,91,158.48603,153.36678,151.53388,150.79367,152.71558,147.20246,139.18408,145.6676,153.38234,149.50183,139.77712,136.99197,149.03366,131.4401,164.20873,107.48088,127.23248,151.31099,160.43717,138.60552,0.11034,-1.81651,0.20752,.v,757.91706,63.0,2.0
9999,995,995,226.16579,233.41744,216.96362,207.65844,217.45258,215.57517,206.20264,230.42288,193.56128,188.79052,212.36373,208.55133,186.28156,202.90888,178.09062,217.35551,207.30826,226.51843,203.19023,217.41173,.n,.n,.n,.v,1224.080135,16.0,1.0
9996,996,996,214.79504,217.59473,220.3152,214.03339,234.74074,224.48217,221.87972,213.37825,208.44458,224.51909,207.07682,197.4742,186.89001,188.43798,197.09807,205.23685,193.9177,187.89344,211.14168,182.9365,.v,.v,.v,.v,1891.044913,62.0,2.0
8181,8,81,193.41195,205.32945,190.57975,176.1558,203.18222,196.05382,192.95798,223.80071,177.09772,212.84536,233.02746,219.00106,198.91249,207.42469,217.09612,217.68048,184.67074,194.59507,205.68703,222.72824,1.94392,1.61325,1.1898,1.36172,3113.188911,28.0,1.0
9996,995,995,165.93051,187.66247,171.11208,192.80192,171.20927,193.48437,163.75978,167.3061,163.04123,170.05954,148.7316,164.3676,172.54288,140.54669,148.64861,139.69537,130.08181,133.00641,112.26881,156.9258,.v,.v,.v,.v,1696.897813,64.0,2.0
3115,3,31,242.72034,250.36366,237.13654,253.34209,249.18831,241.26251,246.77191,214.58902,232.63401,229.72302,267.67662,258.92942,236.14422,276.83984,269.87974,214.58804,268.55782,237.96704,282.77419,210.83599,1.0712,1.62504,3.3186,1.19118,14109.845683,32.0,1.0
3343,3,33,275.99056,279.58102,228.16223,247.65066,228.16351,236.42678,238.04228,240.6584,274.12739,244.29415,263.81528,265.98025,245.43246,256.8047,246.82577,257.22751,252.2473,241.29942,242.09973,248.5463,3.08542,2.9318,3.63381,3.67397,7176.991746,48.0,2.0
9211,9,92,115.80459,122.95973,129.48928,105.30266,112.16402,127.55731,113.25826,127.66767,119.31415,97.21463,85.11062,83.11821,118.55574,82.60479,109.60372,152.77508,75.68574,104.4084,114.07295,87.72293,2.50165,0.70939,0.85358,.v,6628.682918,48.0,1.0
9996,995,995,212.5001,204.69962,211.96305,209.37246,208.46392,190.42343,204.79958,197.40599,210.78224,214.255,203.93493,169.1782,198.0743,195.42071,204.27868,156.07284,210.05145,179.79887,218.49249,218.92773,.v,.v,.v,.v,5190.212147,58.0,2.0
7319,7,73,175.2778,204.12101,186.34791,181.21214,171.85495,172.57459,177.14751,167.19966,201.14514,181.51609,106.73721,184.32179,130.65404,142.39884,163.58166,134.35282,145.40527,113.33392,175.05549,147.23548,1.4756,-1.81651,0.20752,.v,3226.164085,60.0,1.0
1221,1,12,275.72273,285.68756,278.82935,281.3414,305.02411,300.49429,274.60406,300.08055,292.10195,297.4868,283.28822,261.63011,255.01693,254.5312,295.79107,295.91719,278.95275,300.45666,282.32155,294.35087,1.97402,2.89861,2.70013,2.1656,1172.584091,56.0,2.0
5243,5,52,163.66595,215.47837,186.94967,162.96645,213.49839,211.12776,207.35634,211.2243,171.64254,190.86089,183.23844,192.82245,197.43756,181.11036,191.44982,193.56372,181.84676,199.23658,181.49941,182.34705,1.70751,1.73186,1.98731,1.2247,765.908447,42.0,2.0
6111,6,61,125.75579,125.05064,116.67382,127.33115,114.81841,128.46368,106.38988,119.34824,118.02888,105.99576,87.4644,150.01289,124.37004,152.91521,114.69739,146.22401,96.21584,115.44719,137.3881,122.1767,1.0712,0.88776,0.20752,.v,3468.629398,52.0,1.0
3522,3,35,248.73196,217.71143,244.39156,223.97305,210.33598,164.61721,201.80626,173.84183,217.65475,236.97666,195.10259,176.52671,205.76048,202.36849,203.25397,193.77885,175.52051,192.92836,214.35705,219.27966,1.49099,1.06612,1.96106,1.16733,482.149461,24.0,1.0
3343,3,33,242.94401,241.03856,245.16177,240.69276,275.95464,235.90592,256.71788,254.54068,238.10655,237.9758,235.93586,259.23611,234.94569,245.75159,258.8687,261.8007,262.62614,267.33171,259.77239,255.23953,2.19267,2.72885,3.63381,1.89134,1139.849083,46.0,2.0
9996,995,995,218.94717,209.90187,242.33353,239.84001,242.2688,232.36755,254.94577,235.87026,263.9359,248.71549,187.39733,194.56021,202.87988,220.57947,232.28117,224.21384,222.02554,218.86468,210.00495,230.13709,.v,.v,.v,.v,1080.322956,53.0,2.0
9996,996,996,271.171,257.42624,263.40546,260.54674,254.64225,258.00923,282.75702,270.55091,263.82464,259.43367,238.13328,220.87948,237.86785,243.47757,208.96202,227.35597,264.70533,244.08282,229.29625,208.30962,0.11034,2.30714,2.61166,2.8321,1954.497285,34.0,2.0
3134,3,31,168.84544,152.75686,181.90787,174.21406,156.03641,179.35439,182.63584,174.15461,164.5414,164.42416,184.52508,179.42155,175.91791,174.64473,190.00672,195.49804,176.24827,182.30197,179.29423,178.53274,2.6455,-1.81651,1.48194,.v,2679.733487,62.0,1.0
731,7,73,178.92491,188.68724,195.52819,194.26466,193.07673,184.25526,183.13033,199.44456,203.36258,201.29852,211.42584,212.19898,203.00443,179.33736,193.47921,203.66749,209.1368,203.02199,207.66538,221.97398,3.77156,3.04301,2.27053,.v,808.883877,65.0,1.0
1321,1,13,179.87672,190.48889,171.98293,176.72298,197.71828,179.28161,197.24012,204.53172,178.09108,182.36899,154.10743,174.85178,188.63885,151.47159,194.79713,185.65243,161.71221,197.27078,159.68984,146.55758,2.53125,1.87098,2.09145,4.47177,2621.675522,31.0,1.0
3355,3,33,246.12931,233.65536,265.93317,234.06814,254.22723,256.31972,266.53021,270.59389,254.78646,255.96174,256.27035,263.49112,270.5439,223.48727,290.45604,281.64291,246.27936,235.33605,254.99639,260.74896,1.85077,2.74356,3.3186,3.29951,1302.86902,43.0,2.0
2151,2,21,297.55631,276.779,277.51403,280.09036,258.7171,269.10231,283.83937,266.71984,272.91786,275.10837,328.85829,319.81588,291.24524,317.03249,313.89162,291.62761,308.77287,295.93812,295.64485,294.81177,3.21502,3.42077,2.80464,2.8321,2578.998548,35.0,1.0
2424,2,24,196.42131,195.18301,178.00774,196.77487,221.75596,197.5521,213.7053,210.87416,211.2718,199.93974,196.66892,203.49647,192.99928,232.76816,202.08292,216.1058,235.34303,242.70087,230.92106,183.29717,2.99061,3.36758,3.10797,4.47177,862.4276,33.0,2.0
7421,7,74,266.51292,292.43979,309.40115,272.44349,286.39597,287.62176,288.38193,284.09386,287.3254,290.26073,304.06386,329.60023,313.12844,298.81411,304.9028,288.18241,317.86186,294.45768,330.34046,315.65619,2.53125,1.50511,2.01653,1.36172,1117.492096,25.0,1.0
2310,2,23,385.36349,346.1111,349.68292,376.88107,342.45468,373.14004,367.59405,374.7224,349.10461,358.47861,336.09057,321.31279,305.98507,321.93831,311.21506,335.58796,331.31476,313.27687,305.40677,305.06224,1.69977,2.27152,1.97775,1.34844,2330.699661,33.0,2.0
9996,995,995,187.49857,193.16075,210.1267,187.24951,202.35093,212.25431,194.0715,208.58374,168.50306,216.70065,188.84577,169.40491,197.96773,168.06611,164.23621,192.74126,191.57628,163.90279,160.75307,194.81976,.v,.v,.v,.v,2148.738838,17.0,1.0
9996,996,996,311.93134,270.67153,299.02454,304.9543,277.10168,305.0534,306.81728,298.00888,306.49259,297.20918,297.11701,261.91436,290.3566,272.86192,274.86294,276.94617,295.71744,299.03589,298.79204,289.16699,.v,.v,.v,.v,1002.99914,21.0,1.0
5223,5,52,255.08999,217.61416,229.48134,222.33733,229.2602,231.24914,222.47718,236.02454,219.10381,234.16048,240.38584,197.50669,196.02707,209.3992,220.50514,214.07153,188.68807,211.6525,213.31516,213.69514,2.55792,2.12305,3.3186,1.76894,5172.497772,48.0,2.0
3341,3,33,269.9111,278.2266,246.93667,276.88557,263.91811,252.24101,258.3998,279.29825,280.50163,260.96418,300.64467,298.96307,265.821,309.15855,271.85481,279.67958,278.35411,276.65659,291.47034,277.26163,2.11235,1.75262,2.94661,3.60264,2420.093655,29.0,1.0
9996,995,995,147.0933,152.25877,158.77828,144.95189,152.47177,131.3907,144.18209,146.44568,146.69409,158.47955,164.36854,105.58782,143.47615,126.54297,141.47204,141.0812,120.10131,141.4616,124.3941,132.31449,.v,.v,.v,.v,3444.948214,62.0,2.0
3111,3,31,282.74773,271.78269,284.4901,318.24815,297.90408,302.39544,315.66579,289.62039,306.51495,271.22872,284.89332,289.57222,318.59143,313.09212,308.69654,299.52186,313.9307,310.4547,295.34343,295.18594,2.95878,2.16514,3.25892,2.8321,891.25643,33.0,2.0
9996,996,996,256.60618,254.87897,285.15017,246.6388,232.55219,255.22308,247.24584,239.42219,249.73766,242.66155,260.99674,261.53076,287.61084,265.17351,248.59858,241.75697,250.39669,248.85699,250.94304,261.1663,.v,.v,.v,.v,716.354905,21.0,2.0
7111,7,71,291.31874,267.41924,254.7267,242.4422,269.33188,251.25706,282.34501,251.65685,254.51256,262.02265,298.37801,311.35142,291.89068,288.38847,286.41193,285.43149,290.5949,288.31804,274.16886,296.41936,2.97418,1.35453,2.30359,1.0763,14308.328461,44.0,1.0
2330,2,23,210.49785,222.33394,219.3769,242.1852,228.04593,216.78898,220.13456,206.30505,250.14159,233.87233,253.54331,233.30484,263.31422,287.9456,263.3516,235.09183,264.91464,230.82242,288.15775,251.40502,2.85804,2.05833,2.43471,1.43736,769.275819,56.0,2.0
9996,995,995,220.45434,212.49921,214.07136,239.59469,186.87006,219.55547,191.74945,219.46077,240.10549,187.83999,217.30241,229.44609,201.18284,216.02024,199.49986,210.16746,221.06503,209.44407,208.03939,223.30245,.v,.v,.v,.v,1173.654001,21.0,2.0
9996,995,995,106.91289,139.17313,90.57402,138.66036,115.69432,122.05903,134.60911,132.75622,149.11067,133.45352,101.0024,117.96587,103.37655,136.78985,104.32793,83.43135,101.51059,99.48149,134.49674,127.57431,.v,.v,.v,.v,2480.592861,63.0,2.0
9996,996,996,276.31364,256.3368,263.49788,263.35249,251.30066,265.48893,249.303,263.30813,269.45273,276.86153,251.60961,244.87896,234.66331,269.2805,254.68099,260.71985,238.33743,234.20413,241.67467,250.52306,0.11034,1.70833,1.98731,1.52063,4253.090703,35.0,1.0
2642,2,26,303.17162,280.15561,313.2531,277.49458,274.81346,292.21019,294.7865,305.66614,290.3606,302.05519,281.12085,322.73069,280.94254,297.94288,286.46225,289.24015,275.57758,295.58457,250.75407,290.20629,2.25719,2.55681,2.80464,2.8321,2097.611289,25.0,1.0
2634,2,26,247.70965,252.14294,214.65283,242.74834,230.27173,219.1545,236.65381,229.55635,222.48418,211.09494,237.97888,239.4215,234.37983,212.71645,220.51034,222.04805,216.57166,219.07367,237.16956,206.12078,2.03207,3.10389,3.3186,4.47177,3544.927168,33.0,2.0
5414,5,54,174.53739,224.17978,188.88716,188.67354,193.02902,188.29812,170.97072,179.28646,163.5145,181.92184,176.20239,201.34754,176.17629,177.04557,171.92677,195.15928,165.43594,163.15899,165.02397,183.31575,0.11034,0.79169,0.20752,.v,2145.010578,63.0,2.0
9996,996,996,195.05202,212.41093,190.27886,179.4669,198.97086,191.0309,214.19834,178.76536,182.28505,194.12015,217.48126,213.60386,193.88409,207.63435,237.3315,221.63208,226.90889,194.88089,185.70939,207.74772,1.70751,1.81825,2.80464,1.2247,4438.709463,32.0,1.0
5312,5,53,229.93047,250.86966,230.42858,230.73538,221.79572,252.18055,249.31655,227.59509,239.53007,248.33702,226.48162,273.80778,257.19519,198.65159,187.47496,228.38904,215.11598,223.30849,254.08642,202.88008,2.03035,2.54345,2.57172,1.71197,504.02399,34.0,2.0
5151,5,51,160.13166,178.29776,151.20692,150.20639,127.48787,159.59129,162.60738,167.18305,164.52689,162.02593,105.43117,132.45735,132.99256,137.57187,129.36762,138.78073,123.7625,138.0909,118.39255,110.91016,0.11034,1.8627,3.63381,.v,3536.26117,40.0,2.0
9996,995,995,143.86674,161.87497,127.97202,107.34889,143.93149,139.9809,158.10906,148.45507,156.50232,151.41711,132.19807,156.88755,101.07659,93.33585,160.68357,151.77557,133.57173,121.43713,121.16998,136.51173,.v,.v,.v,.v,1705.886997,45.0,2.0
2330,2,23,215.32489,235.385,230.76017,237.87607,246.22134,226.00315,240.38804,228.93687,228.01896,263.90804,236.55993,236.31275,218.88526,228.69248,237.752,211.03877,237.60447,239.28949,213.14374,242.17583,0.82065,3.42077,3.63381,1.68902,909.234859,56.0,2.0
6111,6,61,100.08236,134.84088,126.55121,114.14884,105.59123,138.96645,144.26281,109.11136,129.30676,141.63104,108.41687,119.05938,114.51782,126.16523,113.17176,118.29935,122.10274,125.05518,89.78211,131.69841,3.21146,1.75137,2.81704,0.77396,4537.222288,23.0,2.0
9996,995,995,204.8176,210.19166,227.9916,203.73377,227.27758,215.36162,213.69714,219.73981,219.63086,219.69804,193.42218,182.27028,188.50565,218.91008,198.97195,187.01902,198.52394,202.03362,206.88951,206.16331,.v,.v,.v,.v,3955.276161,62.0,2.0
9996,995,995,243.95031,263.93419,239.72429,231.32787,261.195,247.26331,263.4462,243.71063,253.14521,246.29456,243.69127,227.87619,238.53339,253.93105,241.75626,250.0277,252.69173,251.6398,252.11539,233.77095,.v,.v,.v,.v,1138.268918,59.0,2.0
9412,9,94,187.03732,182.78462,182.51127,186.82669,178.95972,166.43585,181.88867,176.76826,197.27148,158.84767,222.59186,203.08813,202.13041,192.47081,201.18435,202.56193,208.02565,191.50303,190.71431,171.69226,2.21772,0.17202,0.20752,0.77762,4112.139206,58.0,2.0
9996,995,995,320.21345,314.56905,286.92618,285.24541,278.99355,296.41548,292.67342,312.30012,290.45797,306.33498,302.93625,291.9364,314.44483,343.30079,303.09047,304.65548,307.4644,278.30902,274.99403,297.01559,.v,.v,.v,.v,2377.79286,17.0,2.0
9996,996,996,188.3475,210.13702,184.88921,205.25903,192.19576,198.26617,185.09513,189.84363,214.28131,207.51596,186.63824,207.28587,191.59627,188.93738,202.34558,214.59692,169.34085,195.43762,201.19811,184.41734,0.11034,0.98248,1.48194,0.77396,4160.24668,47.0,2.0
9111,9,91,150.79496,162.29114,172.32645,173.33302,166.53098,136.81569,145.1993,162.87216,179.28832,176.48503,170.85365,169.11692,184.89938,161.95188,185.76554,157.6901,192.61912,183.1423,193.85525,187.92171,2.31527,2.45493,0.20752,1.56877,6114.314253,55.0,2.0
