gran_grupo,n_muestra,numeracidad,literacidad,uso_numeracidad_trabajo,uso_lectura_trabajo,uso_escritura_trabajo,uso_tic_trabajo,gran_grupo_nombre
5,775,206.0946140817581,210.9347756489725,1.7730305880050725,1.5689010694752363,1.7173002040576166,1.5965275910536905,Trabajadores de los servicios y vendedores de comercios y mercados
2,538,269.5191977807608,266.3404549909169,2.403871918877891,2.6129403122631953,2.7001413901849047,2.603342930890475,"Profesionales, científicos e intelectuales"
3,508,234.83978899177333,235.72650177298092,2.337230449537539,2.393988259518008,2.6031371401092,2.352078657088843,Técnicos y profesionales de nivel medio
9,469,179.0221543996403,185.7106923287513,1.158172407889118,0.4400470986501645,0.9770562489914365,1.325695372652652,Ocupaciones elementales
7,372,204.11972176797443,203.6414127301516,2.0629578181743606,1.2748581574825615,1.3964818151150629,1.6851928215386822,Artesanos y operarios de oficios
8,226,200.78664482309387,198.82234735810275,1.6951935974146533,1.0890174153796988,1.615530984857635,1.3462961980115389,"Operadores de instalaciones, máquinas y ensambladores"
4,177,217.53975978058807,222.91184475896767,1.9652487019835627,2.1775731852325557,2.5678930992676676,2.1693602663964624,Personal de apoyo administrativo
1,172,261.5448066373926,254.85305230158565,2.788644229317873,2.5994511173055597,2.5724513149050847,2.443427480885782,"Directores, gerentes y administradores"
6,39,152.59003315959578,159.18217510934204,1.4203188838230232,0.1263468058983465,0.737394536849837,1.5376501473625426,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros"
